,Soort misdrijf,Perioden,Regio's,Geregistreerde misdrijven (aantal),Aangiften (aantal)
48,3.1.1 Drugshandel,2012,Achtkarspelen,6.0,
49,3.1.1 Drugshandel,2013,Achtkarspelen,21.0,
50,3.1.1 Drugshandel,2014,Achtkarspelen,21.0,1.0
51,3.1.1 Drugshandel,2015,Achtkarspelen,39.0,
52,3.1.1 Drugshandel,2016,Achtkarspelen,20.0,
53,3.1.1 Drugshandel,2017,Achtkarspelen,30.0,
54,3.1.1 Drugshandel,2018,Achtkarspelen,14.0,
55,3.1.1 Drugshandel,2019,Achtkarspelen,14.0,
56,3.1.1 Drugshandel,2020,Achtkarspelen,30.0,
57,3.1.1 Drugshandel,2021,Achtkarspelen,9.0,
58,3.1.1 Drugshandel,2022,Achtkarspelen,28.0,
59,3.1.1 Drugshandel,2023,Achtkarspelen,10.0,
60,3.1.1 Drugshandel,2012,Alblasserdam,12.0,
61,3.1.1 Drugshandel,2013,Alblasserdam,4.0,
62,3.1.1 Drugshandel,2014,Alblasserdam,11.0,1.0
63,3.1.1 Drugshandel,2015,Alblasserdam,10.0,
64,3.1.1 Drugshandel,2016,Alblasserdam,8.0,
65,3.1.1 Drugshandel,2017,Alblasserdam,9.0,
66,3.1.1 Drugshandel,2018,Alblasserdam,9.0,
67,3.1.1 Drugshandel,2019,Alblasserdam,1.0,
68,3.1.1 Drugshandel,2020,Alblasserdam,5.0,
69,3.1.1 Drugshandel,2021,Alblasserdam,5.0,
70,3.1.1 Drugshandel,2022,Alblasserdam,9.0,
71,3.1.1 Drugshandel,2023,Alblasserdam,1.0,
72,3.1.1 Drugshandel,2012,Albrandswaard,7.0,
73,3.1.1 Drugshandel,2013,Albrandswaard,5.0,
74,3.1.1 Drugshandel,2014,Albrandswaard,7.0,
75,3.1.1 Drugshandel,2015,Albrandswaard,11.0,
76,3.1.1 Drugshandel,2016,Albrandswaard,4.0,
77,3.1.1 Drugshandel,2017,Albrandswaard,8.0,1.0
78,3.1.1 Drugshandel,2018,Albrandswaard,10.0,2.0
79,3.1.1 Drugshandel,2019,Albrandswaard,7.0,
80,3.1.1 Drugshandel,2020,Albrandswaard,7.0,3.0
81,3.1.1 Drugshandel,2021,Albrandswaard,6.0,
82,3.1.1 Drugshandel,2022,Albrandswaard,9.0,3.0
83,3.1.1 Drugshandel,2023,Albrandswaard,9.0,1.0
84,3.1.1 Drugshandel,2012,Alkmaar,63.0,1.0
85,3.1.1 Drugshandel,2013,Alkmaar,66.0,
86,3.1.1 Drugshandel,2014,Alkmaar,52.0,
87,3.1.1 Drugshandel,2015,Alkmaar,65.0,1.0
88,3.1.1 Drugshandel,2016,Alkmaar,57.0,
89,3.1.1 Drugshandel,2017,Alkmaar,46.0,
90,3.1.1 Drugshandel,2018,Alkmaar,78.0,
91,3.1.1 Drugshandel,2019,Alkmaar,57.0,1.0
92,3.1.1 Drugshandel,2020,Alkmaar,71.0,1.0
93,3.1.1 Drugshandel,2021,Alkmaar,50.0,
94,3.1.1 Drugshandel,2022,Alkmaar,72.0,
95,3.1.1 Drugshandel,2023,Alkmaar,67.0,1.0
96,3.1.1 Drugshandel,2012,Almelo,81.0,5.0
97,3.1.1 Drugshandel,2013,Almelo,64.0,3.0
98,3.1.1 Drugshandel,2014,Almelo,42.0,
99,3.1.1 Drugshandel,2015,Almelo,47.0,1.0
100,3.1.1 Drugshandel,2016,Almelo,41.0,2.0
101,3.1.1 Drugshandel,2017,Almelo,56.0,
102,3.1.1 Drugshandel,2018,Almelo,93.0,
103,3.1.1 Drugshandel,2019,Almelo,56.0,5.0
104,3.1.1 Drugshandel,2020,Almelo,75.0,
105,3.1.1 Drugshandel,2021,Almelo,81.0,2.0
106,3.1.1 Drugshandel,2022,Almelo,78.0,
107,3.1.1 Drugshandel,2023,Almelo,57.0,3.0
108,3.1.1 Drugshandel,2012,Almere,241.0,3.0
109,3.1.1 Drugshandel,2013,Almere,222.0,4.0
110,3.1.1 Drugshandel,2014,Almere,207.0,5.0
111,3.1.1 Drugshandel,2015,Almere,184.0,4.0
112,3.1.1 Drugshandel,2016,Almere,277.0,5.0
113,3.1.1 Drugshandel,2017,Almere,218.0,4.0
114,3.1.1 Drugshandel,2018,Almere,153.0,3.0
115,3.1.1 Drugshandel,2019,Almere,136.0,4.0
116,3.1.1 Drugshandel,2020,Almere,133.0,4.0
117,3.1.1 Drugshandel,2021,Almere,167.0,1.0
118,3.1.1 Drugshandel,2022,Almere,158.0,
119,3.1.1 Drugshandel,2023,Almere,170.0,1.0
120,3.1.1 Drugshandel,2012,Alphen aan den Rijn,44.0,2.0
121,3.1.1 Drugshandel,2013,Alphen aan den Rijn,60.0,4.0
122,3.1.1 Drugshandel,2014,Alphen aan den Rijn,50.0,6.0
123,3.1.1 Drugshandel,2015,Alphen aan den Rijn,54.0,
124,3.1.1 Drugshandel,2016,Alphen aan den Rijn,45.0,1.0
125,3.1.1 Drugshandel,2017,Alphen aan den Rijn,74.0,
126,3.1.1 Drugshandel,2018,Alphen aan den Rijn,58.0,
127,3.1.1 Drugshandel,2019,Alphen aan den Rijn,108.0,1.0
128,3.1.1 Drugshandel,2020,Alphen aan den Rijn,86.0,2.0
129,3.1.1 Drugshandel,2021,Alphen aan den Rijn,132.0,2.0
130,3.1.1 Drugshandel,2022,Alphen aan den Rijn,101.0,1.0
131,3.1.1 Drugshandel,2023,Alphen aan den Rijn,112.0,
132,3.1.1 Drugshandel,2012,Alphen-Chaam,5.0,
133,3.1.1 Drugshandel,2013,Alphen-Chaam,3.0,
134,3.1.1 Drugshandel,2014,Alphen-Chaam,4.0,
135,3.1.1 Drugshandel,2015,Alphen-Chaam,2.0,
136,3.1.1 Drugshandel,2016,Alphen-Chaam,5.0,
137,3.1.1 Drugshandel,2017,Alphen-Chaam,2.0,
138,3.1.1 Drugshandel,2018,Alphen-Chaam,3.0,
139,3.1.1 Drugshandel,2019,Alphen-Chaam,2.0,
140,3.1.1 Drugshandel,2020,Alphen-Chaam,5.0,
141,3.1.1 Drugshandel,2021,Alphen-Chaam,1.0,
142,3.1.1 Drugshandel,2022,Alphen-Chaam,2.0,
143,3.1.1 Drugshandel,2023,Alphen-Chaam,4.0,
144,3.1.1 Drugshandel,2012,Altena,56.0,
145,3.1.1 Drugshandel,2013,Altena,67.0,1.0
146,3.1.1 Drugshandel,2014,Altena,40.0,1.0
147,3.1.1 Drugshandel,2015,Altena,34.0,
148,3.1.1 Drugshandel,2016,Altena,38.0,
149,3.1.1 Drugshandel,2017,Altena,65.0,1.0
150,3.1.1 Drugshandel,2018,Altena,38.0,
151,3.1.1 Drugshandel,2019,Altena,68.0,
152,3.1.1 Drugshandel,2020,Altena,41.0,
153,3.1.1 Drugshandel,2021,Altena,17.0,
154,3.1.1 Drugshandel,2022,Altena,11.0,
155,3.1.1 Drugshandel,2023,Altena,25.0,
156,3.1.1 Drugshandel,2012,Ameland,1.0,
157,3.1.1 Drugshandel,2013,Ameland,2.0,
158,3.1.1 Drugshandel,2014,Ameland,1.0,
159,3.1.1 Drugshandel,2015,Ameland,3.0,
160,3.1.1 Drugshandel,2016,Ameland,3.0,
161,3.1.1 Drugshandel,2017,Ameland,4.0,
162,3.1.1 Drugshandel,2018,Ameland,,
163,3.1.1 Drugshandel,2019,Ameland,,
164,3.1.1 Drugshandel,2020,Ameland,,
165,3.1.1 Drugshandel,2021,Ameland,1.0,
166,3.1.1 Drugshandel,2022,Ameland,2.0,
167,3.1.1 Drugshandel,2023,Ameland,,
168,3.1.1 Drugshandel,2012,Amersfoort,83.0,
169,3.1.1 Drugshandel,2013,Amersfoort,76.0,
170,3.1.1 Drugshandel,2014,Amersfoort,84.0,1.0
171,3.1.1 Drugshandel,2015,Amersfoort,80.0,
172,3.1.1 Drugshandel,2016,Amersfoort,94.0,
173,3.1.1 Drugshandel,2017,Amersfoort,64.0,
174,3.1.1 Drugshandel,2018,Amersfoort,102.0,
175,3.1.1 Drugshandel,2019,Amersfoort,56.0,
176,3.1.1 Drugshandel,2020,Amersfoort,66.0,
177,3.1.1 Drugshandel,2021,Amersfoort,61.0,
178,3.1.1 Drugshandel,2022,Amersfoort,77.0,
179,3.1.1 Drugshandel,2023,Amersfoort,89.0,
180,3.1.1 Drugshandel,2012,Amstelveen,17.0,1.0
181,3.1.1 Drugshandel,2013,Amstelveen,44.0,1.0
182,3.1.1 Drugshandel,2014,Amstelveen,64.0,6.0
183,3.1.1 Drugshandel,2015,Amstelveen,52.0,1.0
184,3.1.1 Drugshandel,2016,Amstelveen,58.0,2.0
185,3.1.1 Drugshandel,2017,Amstelveen,44.0,
186,3.1.1 Drugshandel,2018,Amstelveen,32.0,1.0
187,3.1.1 Drugshandel,2019,Amstelveen,40.0,
188,3.1.1 Drugshandel,2020,Amstelveen,27.0,
189,3.1.1 Drugshandel,2021,Amstelveen,42.0,
190,3.1.1 Drugshandel,2022,Amstelveen,26.0,
191,3.1.1 Drugshandel,2023,Amstelveen,31.0,
192,3.1.1 Drugshandel,2012,Amsterdam,1347.0,14.0
193,3.1.1 Drugshandel,2013,Amsterdam,1465.0,20.0
194,3.1.1 Drugshandel,2014,Amsterdam,1590.0,18.0
195,3.1.1 Drugshandel,2015,Amsterdam,1576.0,19.0
196,3.1.1 Drugshandel,2016,Amsterdam,1314.0,16.0
197,3.1.1 Drugshandel,2017,Amsterdam,1260.0,16.0
198,3.1.1 Drugshandel,2018,Amsterdam,1328.0,13.0
199,3.1.1 Drugshandel,2019,Amsterdam,1410.0,8.0
200,3.1.1 Drugshandel,2020,Amsterdam,967.0,10.0
201,3.1.1 Drugshandel,2021,Amsterdam,920.0,4.0
202,3.1.1 Drugshandel,2022,Amsterdam,1259.0,11.0
203,3.1.1 Drugshandel,2023,Amsterdam,1527.0,7.0
204,3.1.1 Drugshandel,2012,Apeldoorn,117.0,1.0
205,3.1.1 Drugshandel,2013,Apeldoorn,117.0,3.0
206,3.1.1 Drugshandel,2014,Apeldoorn,161.0,3.0
207,3.1.1 Drugshandel,2015,Apeldoorn,116.0,2.0
208,3.1.1 Drugshandel,2016,Apeldoorn,82.0,1.0
209,3.1.1 Drugshandel,2017,Apeldoorn,65.0,1.0
210,3.1.1 Drugshandel,2018,Apeldoorn,78.0,
211,3.1.1 Drugshandel,2019,Apeldoorn,112.0,
212,3.1.1 Drugshandel,2020,Apeldoorn,89.0,
213,3.1.1 Drugshandel,2021,Apeldoorn,110.0,1.0
214,3.1.1 Drugshandel,2022,Apeldoorn,109.0,
215,3.1.1 Drugshandel,2023,Apeldoorn,125.0,
216,3.1.1 Drugshandel,2012,Arnhem,154.0,
217,3.1.1 Drugshandel,2013,Arnhem,149.0,4.0
218,3.1.1 Drugshandel,2014,Arnhem,169.0,1.0
219,3.1.1 Drugshandel,2015,Arnhem,172.0,5.0
220,3.1.1 Drugshandel,2016,Arnhem,158.0,9.0
221,3.1.1 Drugshandel,2017,Arnhem,170.0,5.0
222,3.1.1 Drugshandel,2018,Arnhem,170.0,15.0
223,3.1.1 Drugshandel,2019,Arnhem,247.0,10.0
224,3.1.1 Drugshandel,2020,Arnhem,242.0,3.0
225,3.1.1 Drugshandel,2021,Arnhem,247.0,5.0
226,3.1.1 Drugshandel,2022,Arnhem,265.0,3.0
227,3.1.1 Drugshandel,2023,Arnhem,231.0,5.0
228,3.1.1 Drugshandel,2012,Assen,37.0,
229,3.1.1 Drugshandel,2013,Assen,38.0,2.0
230,3.1.1 Drugshandel,2014,Assen,65.0,
231,3.1.1 Drugshandel,2015,Assen,45.0,
232,3.1.1 Drugshandel,2016,Assen,51.0,
233,3.1.1 Drugshandel,2017,Assen,60.0,
234,3.1.1 Drugshandel,2018,Assen,33.0,
235,3.1.1 Drugshandel,2019,Assen,49.0,
236,3.1.1 Drugshandel,2020,Assen,38.0,
237,3.1.1 Drugshandel,2021,Assen,48.0,
238,3.1.1 Drugshandel,2022,Assen,25.0,
239,3.1.1 Drugshandel,2023,Assen,46.0,
240,3.1.1 Drugshandel,2012,Asten,9.0,
241,3.1.1 Drugshandel,2013,Asten,8.0,
242,3.1.1 Drugshandel,2014,Asten,10.0,
243,3.1.1 Drugshandel,2015,Asten,17.0,
244,3.1.1 Drugshandel,2016,Asten,17.0,
245,3.1.1 Drugshandel,2017,Asten,9.0,
246,3.1.1 Drugshandel,2018,Asten,5.0,
247,3.1.1 Drugshandel,2019,Asten,25.0,
248,3.1.1 Drugshandel,2020,Asten,13.0,
249,3.1.1 Drugshandel,2021,Asten,8.0,
250,3.1.1 Drugshandel,2022,Asten,8.0,
251,3.1.1 Drugshandel,2023,Asten,8.0,
252,3.1.1 Drugshandel,2012,Baarle-Nassau,3.0,
253,3.1.1 Drugshandel,2013,Baarle-Nassau,5.0,
254,3.1.1 Drugshandel,2014,Baarle-Nassau,3.0,
255,3.1.1 Drugshandel,2015,Baarle-Nassau,3.0,
256,3.1.1 Drugshandel,2016,Baarle-Nassau,4.0,
257,3.1.1 Drugshandel,2017,Baarle-Nassau,2.0,
258,3.1.1 Drugshandel,2018,Baarle-Nassau,3.0,
259,3.1.1 Drugshandel,2019,Baarle-Nassau,2.0,
260,3.1.1 Drugshandel,2020,Baarle-Nassau,2.0,1.0
261,3.1.1 Drugshandel,2021,Baarle-Nassau,2.0,
262,3.1.1 Drugshandel,2022,Baarle-Nassau,3.0,
263,3.1.1 Drugshandel,2023,Baarle-Nassau,1.0,
264,3.1.1 Drugshandel,2012,Baarn,8.0,1.0
265,3.1.1 Drugshandel,2013,Baarn,6.0,1.0
266,3.1.1 Drugshandel,2014,Baarn,13.0,1.0
267,3.1.1 Drugshandel,2015,Baarn,9.0,3.0
268,3.1.1 Drugshandel,2016,Baarn,13.0,
269,3.1.1 Drugshandel,2017,Baarn,6.0,
270,3.1.1 Drugshandel,2018,Baarn,11.0,
271,3.1.1 Drugshandel,2019,Baarn,15.0,
272,3.1.1 Drugshandel,2020,Baarn,7.0,
273,3.1.1 Drugshandel,2021,Baarn,11.0,1.0
274,3.1.1 Drugshandel,2022,Baarn,12.0,
275,3.1.1 Drugshandel,2023,Baarn,7.0,
276,3.1.1 Drugshandel,2012,Barendrecht,12.0,
277,3.1.1 Drugshandel,2013,Barendrecht,19.0,
278,3.1.1 Drugshandel,2014,Barendrecht,20.0,1.0
279,3.1.1 Drugshandel,2015,Barendrecht,14.0,
280,3.1.1 Drugshandel,2016,Barendrecht,5.0,
281,3.1.1 Drugshandel,2017,Barendrecht,14.0,
282,3.1.1 Drugshandel,2018,Barendrecht,11.0,
283,3.1.1 Drugshandel,2019,Barendrecht,6.0,
284,3.1.1 Drugshandel,2020,Barendrecht,6.0,
285,3.1.1 Drugshandel,2021,Barendrecht,11.0,
286,3.1.1 Drugshandel,2022,Barendrecht,14.0,
287,3.1.1 Drugshandel,2023,Barendrecht,15.0,1.0
288,3.1.1 Drugshandel,2012,Barneveld,2.0,
289,3.1.1 Drugshandel,2013,Barneveld,11.0,1.0
290,3.1.1 Drugshandel,2014,Barneveld,11.0,
291,3.1.1 Drugshandel,2015,Barneveld,14.0,1.0
292,3.1.1 Drugshandel,2016,Barneveld,15.0,
293,3.1.1 Drugshandel,2017,Barneveld,20.0,
294,3.1.1 Drugshandel,2018,Barneveld,20.0,
295,3.1.1 Drugshandel,2019,Barneveld,29.0,
296,3.1.1 Drugshandel,2020,Barneveld,17.0,
297,3.1.1 Drugshandel,2021,Barneveld,27.0,
298,3.1.1 Drugshandel,2022,Barneveld,35.0,
299,3.1.1 Drugshandel,2023,Barneveld,33.0,
300,3.1.1 Drugshandel,2012,Beek (L.),9.0,
301,3.1.1 Drugshandel,2013,Beek (L.),7.0,
302,3.1.1 Drugshandel,2014,Beek (L.),7.0,
303,3.1.1 Drugshandel,2015,Beek (L.),12.0,
304,3.1.1 Drugshandel,2016,Beek (L.),6.0,
305,3.1.1 Drugshandel,2017,Beek (L.),10.0,
306,3.1.1 Drugshandel,2018,Beek (L.),3.0,
307,3.1.1 Drugshandel,2019,Beek (L.),10.0,
308,3.1.1 Drugshandel,2020,Beek (L.),12.0,
309,3.1.1 Drugshandel,2021,Beek (L.),15.0,
310,3.1.1 Drugshandel,2022,Beek (L.),5.0,
311,3.1.1 Drugshandel,2023,Beek (L.),10.0,
312,3.1.1 Drugshandel,2012,Beekdaelen,16.0,
313,3.1.1 Drugshandel,2013,Beekdaelen,38.0,
314,3.1.1 Drugshandel,2014,Beekdaelen,33.0,
315,3.1.1 Drugshandel,2015,Beekdaelen,37.0,
316,3.1.1 Drugshandel,2016,Beekdaelen,22.0,
317,3.1.1 Drugshandel,2017,Beekdaelen,15.0,
318,3.1.1 Drugshandel,2018,Beekdaelen,20.0,
319,3.1.1 Drugshandel,2019,Beekdaelen,26.0,
320,3.1.1 Drugshandel,2020,Beekdaelen,34.0,
321,3.1.1 Drugshandel,2021,Beekdaelen,37.0,
322,3.1.1 Drugshandel,2022,Beekdaelen,18.0,
323,3.1.1 Drugshandel,2023,Beekdaelen,19.0,
324,3.1.1 Drugshandel,2012,Beesel,2.0,
325,3.1.1 Drugshandel,2013,Beesel,5.0,
326,3.1.1 Drugshandel,2014,Beesel,5.0,1.0
327,3.1.1 Drugshandel,2015,Beesel,3.0,
328,3.1.1 Drugshandel,2016,Beesel,6.0,
329,3.1.1 Drugshandel,2017,Beesel,4.0,
330,3.1.1 Drugshandel,2018,Beesel,7.0,
331,3.1.1 Drugshandel,2019,Beesel,6.0,1.0
332,3.1.1 Drugshandel,2020,Beesel,4.0,1.0
333,3.1.1 Drugshandel,2021,Beesel,6.0,
334,3.1.1 Drugshandel,2022,Beesel,2.0,
335,3.1.1 Drugshandel,2023,Beesel,8.0,
336,3.1.1 Drugshandel,2012,Berg en Dal,9.0,
337,3.1.1 Drugshandel,2013,Berg en Dal,6.0,1.0
338,3.1.1 Drugshandel,2014,Berg en Dal,14.0,1.0
339,3.1.1 Drugshandel,2015,Berg en Dal,4.0,
340,3.1.1 Drugshandel,2016,Berg en Dal,3.0,
341,3.1.1 Drugshandel,2017,Berg en Dal,5.0,
342,3.1.1 Drugshandel,2018,Berg en Dal,7.0,
343,3.1.1 Drugshandel,2019,Berg en Dal,16.0,
344,3.1.1 Drugshandel,2020,Berg en Dal,11.0,
345,3.1.1 Drugshandel,2021,Berg en Dal,7.0,
346,3.1.1 Drugshandel,2022,Berg en Dal,14.0,
347,3.1.1 Drugshandel,2023,Berg en Dal,23.0,
348,3.1.1 Drugshandel,2012,Bergeijk,6.0,
349,3.1.1 Drugshandel,2013,Bergeijk,9.0,
350,3.1.1 Drugshandel,2014,Bergeijk,5.0,
351,3.1.1 Drugshandel,2015,Bergeijk,11.0,
352,3.1.1 Drugshandel,2016,Bergeijk,8.0,
353,3.1.1 Drugshandel,2017,Bergeijk,6.0,1.0
354,3.1.1 Drugshandel,2018,Bergeijk,5.0,
355,3.1.1 Drugshandel,2019,Bergeijk,8.0,
356,3.1.1 Drugshandel,2020,Bergeijk,3.0,
357,3.1.1 Drugshandel,2021,Bergeijk,7.0,
358,3.1.1 Drugshandel,2022,Bergeijk,5.0,
359,3.1.1 Drugshandel,2023,Bergeijk,9.0,
360,3.1.1 Drugshandel,2012,Bergen (L.),7.0,
361,3.1.1 Drugshandel,2013,Bergen (L.),7.0,
362,3.1.1 Drugshandel,2014,Bergen (L.),,
363,3.1.1 Drugshandel,2015,Bergen (L.),1.0,
364,3.1.1 Drugshandel,2016,Bergen (L.),4.0,
365,3.1.1 Drugshandel,2017,Bergen (L.),2.0,
366,3.1.1 Drugshandel,2018,Bergen (L.),8.0,
367,3.1.1 Drugshandel,2019,Bergen (L.),8.0,
368,3.1.1 Drugshandel,2020,Bergen (L.),9.0,
369,3.1.1 Drugshandel,2021,Bergen (L.),13.0,
370,3.1.1 Drugshandel,2022,Bergen (L.),7.0,
371,3.1.1 Drugshandel,2023,Bergen (L.),7.0,
372,3.1.1 Drugshandel,2012,Bergen (NH.),7.0,1.0
373,3.1.1 Drugshandel,2013,Bergen (NH.),7.0,
374,3.1.1 Drugshandel,2014,Bergen (NH.),10.0,
375,3.1.1 Drugshandel,2015,Bergen (NH.),5.0,1.0
376,3.1.1 Drugshandel,2016,Bergen (NH.),4.0,
377,3.1.1 Drugshandel,2017,Bergen (NH.),6.0,
378,3.1.1 Drugshandel,2018,Bergen (NH.),3.0,
379,3.1.1 Drugshandel,2019,Bergen (NH.),5.0,
380,3.1.1 Drugshandel,2020,Bergen (NH.),1.0,
381,3.1.1 Drugshandel,2021,Bergen (NH.),1.0,
382,3.1.1 Drugshandel,2022,Bergen (NH.),1.0,
383,3.1.1 Drugshandel,2023,Bergen (NH.),2.0,
384,3.1.1 Drugshandel,2012,Bergen op Zoom,106.0,2.0
385,3.1.1 Drugshandel,2013,Bergen op Zoom,93.0,
386,3.1.1 Drugshandel,2014,Bergen op Zoom,101.0,1.0
387,3.1.1 Drugshandel,2015,Bergen op Zoom,117.0,
388,3.1.1 Drugshandel,2016,Bergen op Zoom,114.0,
389,3.1.1 Drugshandel,2017,Bergen op Zoom,97.0,2.0
390,3.1.1 Drugshandel,2018,Bergen op Zoom,80.0,
391,3.1.1 Drugshandel,2019,Bergen op Zoom,117.0,
392,3.1.1 Drugshandel,2020,Bergen op Zoom,86.0,1.0
393,3.1.1 Drugshandel,2021,Bergen op Zoom,86.0,1.0
394,3.1.1 Drugshandel,2022,Bergen op Zoom,114.0,
395,3.1.1 Drugshandel,2023,Bergen op Zoom,100.0,
396,3.1.1 Drugshandel,2012,Berkelland,15.0,
397,3.1.1 Drugshandel,2013,Berkelland,15.0,
398,3.1.1 Drugshandel,2014,Berkelland,15.0,1.0
399,3.1.1 Drugshandel,2015,Berkelland,10.0,2.0
400,3.1.1 Drugshandel,2016,Berkelland,6.0,
401,3.1.1 Drugshandel,2017,Berkelland,22.0,
402,3.1.1 Drugshandel,2018,Berkelland,14.0,
403,3.1.1 Drugshandel,2019,Berkelland,9.0,
404,3.1.1 Drugshandel,2020,Berkelland,20.0,
405,3.1.1 Drugshandel,2021,Berkelland,5.0,
406,3.1.1 Drugshandel,2022,Berkelland,9.0,
407,3.1.1 Drugshandel,2023,Berkelland,19.0,1.0
408,3.1.1 Drugshandel,2012,Bernheze,7.0,
409,3.1.1 Drugshandel,2013,Bernheze,7.0,
410,3.1.1 Drugshandel,2014,Bernheze,9.0,
411,3.1.1 Drugshandel,2015,Bernheze,14.0,
412,3.1.1 Drugshandel,2016,Bernheze,9.0,
413,3.1.1 Drugshandel,2017,Bernheze,10.0,
414,3.1.1 Drugshandel,2018,Bernheze,16.0,
415,3.1.1 Drugshandel,2019,Bernheze,14.0,
416,3.1.1 Drugshandel,2020,Bernheze,14.0,
417,3.1.1 Drugshandel,2021,Bernheze,7.0,
418,3.1.1 Drugshandel,2022,Bernheze,15.0,
419,3.1.1 Drugshandel,2023,Bernheze,17.0,
420,3.1.1 Drugshandel,2012,Best,60.0,2.0
421,3.1.1 Drugshandel,2013,Best,56.0,
422,3.1.1 Drugshandel,2014,Best,34.0,1.0
423,3.1.1 Drugshandel,2015,Best,40.0,1.0
424,3.1.1 Drugshandel,2016,Best,29.0,1.0
425,3.1.1 Drugshandel,2017,Best,18.0,
426,3.1.1 Drugshandel,2018,Best,33.0,
427,3.1.1 Drugshandel,2019,Best,35.0,
428,3.1.1 Drugshandel,2020,Best,26.0,1.0
429,3.1.1 Drugshandel,2021,Best,17.0,
430,3.1.1 Drugshandel,2022,Best,23.0,1.0
431,3.1.1 Drugshandel,2023,Best,50.0,
432,3.1.1 Drugshandel,2012,Beuningen,4.0,
433,3.1.1 Drugshandel,2013,Beuningen,2.0,
434,3.1.1 Drugshandel,2014,Beuningen,6.0,
435,3.1.1 Drugshandel,2015,Beuningen,12.0,
436,3.1.1 Drugshandel,2016,Beuningen,5.0,
437,3.1.1 Drugshandel,2017,Beuningen,10.0,
438,3.1.1 Drugshandel,2018,Beuningen,11.0,
439,3.1.1 Drugshandel,2019,Beuningen,18.0,1.0
440,3.1.1 Drugshandel,2020,Beuningen,7.0,
441,3.1.1 Drugshandel,2021,Beuningen,11.0,
442,3.1.1 Drugshandel,2022,Beuningen,10.0,
443,3.1.1 Drugshandel,2023,Beuningen,12.0,
444,3.1.1 Drugshandel,2012,Beverwijk,29.0,
445,3.1.1 Drugshandel,2013,Beverwijk,39.0,2.0
446,3.1.1 Drugshandel,2014,Beverwijk,27.0,
447,3.1.1 Drugshandel,2015,Beverwijk,35.0,
448,3.1.1 Drugshandel,2016,Beverwijk,26.0,
449,3.1.1 Drugshandel,2017,Beverwijk,16.0,
450,3.1.1 Drugshandel,2018,Beverwijk,11.0,
