"Geregistreerde misdrijven; soort misdrijf, wijk, buurt, jaarcijfers"
"Soort misdrijf: 1.1.1 Diefstal/inbraak woning"
"Onderwerp: |Geregistreerde misdrijven"
"";"Perioden"
"";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Wijken en buurten";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal"
"Da Costabuurt-Noord";"34";"35";"27";"30";"33";"33";"36";"32";"22";"29";"19";"13"
"Westindische Buurt";"54";"51";"22";"26";"25";"24";"12";"14";"15";"10";"19";"11"
"Postjeskade e.o.";"15";"17";"14";"13";"14";"12";"10";"3";"8";"5";"12";"6"
"Paramariboplein e.o.";"39";"34";"8";"13";"11";"12";"2";"11";"7";"5";"7";"5"
"Van Lennepbuurt";"52";"58";"30";"33";"36";"38";"30";"47";"31";"19";"22";"27"
"Lootsbuurt";"14";"16";"8";"8";"12";"4";"7";"4";"11";"4";"8";"6"
"Borgerbuurt";"18";"20";"13";"14";"17";"16";"8";"16";"6";"5";"5";"9"
"Da Costabuurt-Zuid";"20";"22";"9";"11";"7";"18";"15";"27";"14";"10";"9";"12"
"Overtoomse Sluis";"43";"25";"28";"41";"34";"40";"24";"22";"28";"23";"12";"20"
"Cremerbuurt-West";"33";"20";"19";"32";"23";"35";"14";"18";"16";"15";"8";"14"
"Vondelparkbuurt-West";"10";"5";"9";"9";"11";"5";"10";"4";"12";"8";"4";"6"
"Helmersbuurt";"50";"50";"26";"35";"54";"51";"48";"47";"49";"32";"39";"33"
"Cremerbuurt-Oost";"10";"9";"5";"5";"13";"27";"12";"16";"13";"8";"16";"9"
"WG-terrein";"23";"24";"14";"15";"14";"8";"20";"11";"11";"12";"10";"14"
"Helmersbuurt-Oost";"17";"17";"7";"15";"27";"16";"16";"20";"25";"12";"13";"10"
"Vondelparkbuurt";"12";"12";"14";"14";"8";"7";"7";"14";"14";"7";"8";"6"
"Vondelparkbuurt-Midden";"8";"6";"13";"3";"4";"5";"3";"8";"9";"4";"7";"2"
"Vondelparkbuurt-Oost";"4";"6";"1";"11";"4";"2";"4";"6";"5";"3";"1";"4"
"Sloterdijk Nieuw-West";"1";"0";"1";"0";"0";"1";"3";"4";"4";"0";"5";"5"
"Sloterdijk De Heining";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sloterdijk Poort-Noord";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sloterdijk Poort-Zuid";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1"
"Sloterdijk Rhônepark";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Sloterdijk Donauhoek";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bretten-West";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0"
"Bretten-Oost";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Sloterdijk Stationskwartier";"0";"0";"0";"0";"0";"0";"3";"3";"2";"0";"4";"4"
"Geuzenveld";"234";"200";"190";"159";"137";"122";"107";"52";"41";"46";"27";"30"
"Osdorper Binnenpolder";"0";"1";"0";"0";"1";"2";"1";"1";"3";"0";"1";"2"
"De Eendracht";"16";"17";"16";"19";"19";"17";"20";"15";"5";"3";"3";"6"
"Ruys de Beerenbrouckbuurt";"67";"53";"42";"32";"44";"33";"28";"10";"11";"13";"5";"5"
"Eendrachtspark";"5";"0";"1";"1";"2";"1";"2";"1";"1";"1";"2";"0"
"Van Tijenbuurt";"23";"20";"18";"23";"23";"34";"22";"7";"8";"19";"2";"7"
"Dudokbuurt";"43";"44";"33";"34";"21";"23";"18";"9";"6";"4";"4";"3"
"Bakemabuurt";"52";"46";"51";"28";"14";"9";"9";"3";"3";"0";"4";"3"
"Wegener Sleeswijkbuurt";"28";"19";"29";"22";"13";"3";"7";"6";"4";"6";"6";"4"
"Slotermeer-West";"113";"123";"109";"70";"62";"72";"49";"35";"24";"18";"30";"20"
"Jan de Louterbuurt";"25";"43";"32";"32";"24";"27";"19";"9";"8";"7";"13";"9"
"Lodewijk van Deysselbuurt";"42";"44";"33";"14";"12";"14";"15";"5";"6";"3";"4";"4"
"Confuciusbuurt";"46";"36";"44";"24";"26";"31";"15";"21";"10";"8";"13";"7"
"Slotermeer-Noordoost";"161";"133";"82";"76";"65";"58";"37";"36";"23";"9";"15";"18"
"Arondeusbuurt";"42";"26";"19";"16";"21";"20";"12";"8";"5";"4";"2";"8"
"Coronelbuurt";"24";"21";"10";"12";"12";"14";"10";"6";"6";"3";"4";"3"
"Meerwaldtbuurt";"53";"40";"24";"28";"22";"17";"12";"16";"9";"2";"7";"6"
"Dobbebuurt";"42";"46";"29";"20";"10";"7";"3";"6";"3";"0";"2";"1"
"Slotermeer-Zuidoost";"114";"98";"86";"75";"54";"35";"31";"44";"19";"19";"15";"9"
"Dichtersbuurt";"17";"12";"18";"13";"15";"1";"2";"4";"3";"1";"5";"2"
"Louis Couperusbuurt";"71";"57";"38";"38";"21";"14";"13";"14";"9";"10";"3";"6"
"Noordoever Sloterplas";"26";"29";"30";"24";"18";"20";"16";"26";"7";"8";"7";"1"
"Sloterpark";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Lutkemeer/Ookmeer";"7";"7";"7";"5";"8";"3";"8";"14";"16";"13";"10";"7"
"Osdorper Bovenpolder";"5";"6";"7";"4";"8";"3";"4";"11";"12";"5";"8";"3"
"Ookmeer";"0";"0";"0";"0";"0";"0";"2";"2";"0";"2";"1";"4"
"Bedrijvenpark Lutkemeer";"2";"1";"0";"1";"0";"0";"2";"1";"4";"6";"1";"0"
"De Aker";"174";"163";"206";"233";"181";"187";"141";"105";"75";"22";"35";"18"
"Middelveldsche Akerpolder";"43";"56";"77";"83";"39";"49";"46";"41";"24";"9";"12";"10"
"De Aker-West";"53";"41";"34";"51";"66";"66";"41";"26";"26";"6";"12";"3"
"De Aker-Oost";"78";"66";"95";"99";"76";"72";"54";"38";"25";"7";"11";"5"
"De Punt";"46";"56";"42";"51";"44";"48";"49";"23";"29";"17";"11";"8"
"Bedrijvencentrum Osdorp";"1";"1";"0";"1";"1";"3";"0";"0";"1";"0";"1";"1"
"Dijkgraafpleinbuurt";"45";"55";"42";"50";"43";"45";"49";"23";"28";"17";"10";"7"
"Osdorp-Midden";"121";"140";"65";"112";"82";"85";"61";"59";"37";"30";"12";"17"
"Reimerswaal";"37";"20";"11";"16";"18";"29";"11";"15";"7";"7";"3";"2"
"Botteskerkbuurt";"16";"30";"14";"23";"13";"10";"5";"12";"13";"7";"0";"3"
"Zuidwestkwadrant-Noord";"15";"24";"7";"12";"19";"14";"13";"6";"6";"7";"4";"6"
"Zuidwestkwadrant-Zuid";"53";"66";"33";"61";"32";"32";"32";"26";"11";"9";"5";"6"
"Osdorp-Oost";"140";"153";"103";"107";"94";"128";"120";"95";"44";"34";"23";"34"
"Wildeman";"35";"46";"33";"30";"24";"42";"37";"35";"7";"10";"9";"13"
"Meer en Oever";"11";"18";"13";"15";"9";"5";"13";"11";"2";"6";"2";"6"
"Osdorpplein e.o.";"21";"24";"20";"17";"13";"10";"10";"11";"8";"2";"2";"4"
"Calandlaan/Lelylaan";"16";"22";"9";"14";"11";"16";"16";"7";"8";"1";"1";"2"
"Osdorp-Zuidoost";"57";"43";"28";"31";"37";"55";"44";"31";"19";"15";"9";"9"
"Slotervaart-Noord";"72";"91";"70";"68";"57";"37";"44";"36";"19";"12";"11";"6"
"Oostoever Sloterplas";"23";"26";"10";"14";"8";"7";"16";"8";"4";"0";"1";"3"
"Emanuel van Meterenbuurt";"23";"33";"25";"15";"19";"14";"11";"15";"10";"6";"7";"2"
"Jacob Geelbuurt";"26";"32";"35";"39";"30";"16";"17";"13";"5";"6";"3";"1"
"Overtoomse Veld";"82";"158";"72";"92";"54";"36";"28";"27";"15";"8";"12";"16"
"Lucas/Andreasziekenhuis e.o.";"0";"1";"0";"1";"0";"0";"5";"2";"0";"1";"0";"1"
"Overtoomse Veld-Noord";"40";"78";"37";"50";"29";"22";"9";"11";"6";"3";"6";"2"
"Rembrandtpark-Noord";"2";"8";"0";"2";"3";"0";"2";"1";"0";"1";"0";"2"
"Overtoomse Veld-Zuid";"31";"62";"26";"30";"18";"13";"11";"10";"7";"3";"6";"7"
"Rembrandtpark-Zuid";"2";"3";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1"
"Johan Jongkindbuurt";"7";"6";"9";"8";"4";"1";"1";"2";"2";"0";"0";"3"
"Slotervaart-Zuid";"97";"103";"74";"111";"70";"111";"55";"34";"19";"28";"21";"10"
"Louis Crispijnbuurt";"39";"38";"26";"35";"31";"24";"17";"14";"12";"15";"5";"2"
"Jacques Veldmanbuurt";"30";"42";"26";"48";"21";"51";"27";"8";"5";"8";"2";"4"
"Medisch Centrum Slotervaart";"4";"3";"5";"1";"5";"5";"3";"4";"0";"1";"7";"1"
"Staalmanbuurt";"24";"20";"17";"27";"13";"31";"8";"8";"2";"4";"7";"3"
"Westlandgracht";"69";"55";"47";"46";"41";"43";"35";"34";"17";"19";"16";"25"
"Schipluidenbuurt";"0";"0";"0";"0";"0";"3";"1";"2";"1";"1";"2";"2"
