"Geregistreerde misdrijven; soort misdrijf, wijk, buurt, jaarcijfers"
"Soort misdrijf: 3.1.1 Drugshandel"
"Onderwerp: |Geregistreerde misdrijven"
"";"Perioden"
"";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Wijken en buurten";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal"
"Osdorp-Oost";"11";"16";"16";"19";"8";"14";"16";"32";"31";"29";"15";"18"
"Wildeman";"6";"6";"5";"10";"4";"6";"11";"22";"21";"20";"8";"5"
"Meer en Oever";"2";"3";"5";"2";"1";"1";"2";"5";"4";"3";"2";"1"
"Osdorpplein e.o.";"2";"3";"2";"2";"0";"3";"3";"3";"4";"5";"1";"9"
"Calandlaan/Lelylaan";"0";"0";"1";"1";"1";"0";"0";"1";"0";"0";"2";"0"
"Osdorp-Zuidoost";"1";"4";"3";"4";"2";"4";"0";"1";"2";"1";"2";"3"
"Slotervaart-Noord";"7";"5";"3";"9";"6";"1";"4";"5";"10";"3";"4";"3"
"Oostoever Sloterplas";"0";"1";"0";"0";"0";"0";"1";"1";"5";"0";"1";"0"
"Emanuel van Meterenbuurt";"0";"1";"1";"3";"1";"1";"2";"0";"1";"1";"2";"1"
"Jacob Geelbuurt";"7";"3";"2";"6";"5";"0";"1";"4";"4";"2";"1";"2"
"Overtoomse Veld";"8";"10";"9";"12";"16";"7";"11";"15";"15";"9";"14";"20"
"Lucas/Andreasziekenhuis e.o.";"0";"0";"0";"2";"3";"0";"0";"1";"0";"0";"0";"0"
"Overtoomse Veld-Noord";"5";"2";"2";"3";"4";"3";"4";"4";"1";"4";"5";"3"
"Rembrandtpark-Noord";"0";"2";"2";"2";"2";"0";"3";"3";"7";"2";"4";"7"
"Overtoomse Veld-Zuid";"2";"3";"3";"3";"5";"4";"1";"5";"6";"3";"3";"3"
"Rembrandtpark-Zuid";"1";"2";"2";"1";"2";"0";"2";"1";"0";"0";"1";"7"
"Johan Jongkindbuurt";"0";"1";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0"
"Slotervaart-Zuid";"5";"6";"5";"11";"8";"10";"6";"4";"2";"11";"8";"10"
"Louis Crispijnbuurt";"1";"2";"2";"1";"2";"3";"1";"1";"0";"1";"1";"3"
"Jacques Veldmanbuurt";"4";"1";"3";"2";"1";"5";"2";"2";"2";"3";"2";"1"
"Medisch Centrum Slotervaart";"0";"1";"0";"3";"2";"0";"1";"0";"0";"1";"0";"3"
"Staalmanbuurt";"0";"2";"0";"5";"3";"2";"2";"1";"0";"6";"5";"3"
"Westlandgracht";"16";"7";"6";"12";"10";"9";"9";"15";"21";"13";"13";"33"
"Schipluidenbuurt";"0";"0";"0";"0";"1";"1";"0";"0";"2";"3";"0";"1"
"Koningin Wilhelminaplein";"3";"0";"1";"3";"1";"2";"0";"3";"9";"4";"2";"1"
